İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,tramer,Fiyat
24983946,31 Mart 2024,Volkswagen,T-Roc,1.5 TSI Highline,2020,42.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,6000,1.350.000 TL
24132221,31 Mart 2024,Dacia,Duster,1.6 Sce Comfort,2020,130.000 km,Düz,LPG & Benzin,Crossover,Kahverengi,1598 cc,115 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,799.000 TL
23473144,31 Mart 2024,Peugeot,2008,1.5 BlueHDI Allure,2020,31.000 km,Otomatik,Dizel,Crossover,Turuncu,1499 cc,132 hp,Önden Çekiş,İkinci El,,41 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,1.389.000 TL
23529730,30 Mart 2024,Citroen,C5 Aircross,1.6 PureTech Shine Bold,2020,58.000 km,Otomatik,Benzin,SUV,Füme,,,Önden Çekiş,İkinci El,,,Tamamı orjinal,,Sahibinden,,1.495.000 TL
24976237,30 Mart 2024,Hyundai,Kona,1.6 CRDI Smart,2020,65.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,6500,1.090.000 TL
24978578,30 Mart 2024,Toyota,C-HR,1.8 Hybrid Passion,2020,55.000 km,Otomatik,Hibrit,Crossover,Beyaz,1798 cc,98 hp,Önden Çekiş,İkinci El,,43 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.750.000 TL
24973199,30 Mart 2024,Peugeot,3008,1.5 BlueHDI Active Life Prime Edition,2020,60.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,132 hp,Önden Çekiş,İkinci El,"4,1 lt",53 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,23000,1.315.000 TL
24973359,30 Mart 2024,Volkswagen,Tiguan,1.5 TSI Life,2020,43.090 km,Yarı Otomatik,Benzin,Crossover,Siyah,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,7 lt",58 lt,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden,108000,1.390.000 TL
24976208,30 Mart 2024,Ford,Kuga,1.5 EcoBlue Style,2020,38.000 km,Otomatik,Dizel,Crossover,Beyaz,1498 cc,120 hp,Önden Çekiş,İkinci El,"4,4 lt",54 lt,1 değişen,Takasa Uygun,Sahibinden,20800,1.370.000 TL
23445966,30 Mart 2024,Ssangyong,Musso Grand,2.2 D Platinum,2020,84.000 km,Otomatik,Dizel,Hard top,Kahverengi,2157 cc,181 hp,Arkadan İtiş,İkinci El,"8,5 lt",75 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,989.900 TL
20058363,30 Mart 2024,Jeep,Compass,1.4 Limited,2020,23.400 km,Otomatik,Benzin,Crossover,Yeşil,1368 cc,170 hp,4WD (Sürekli),İkinci El,"6,9 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.635.000 TL
24968206,29 Mart 2024,Peugeot,2008,1.2 PureTech GT,2020,59.000 km,Otomatik,Benzin,Crossover,Gri,1199 cc,155 hp,Önden Çekiş,İkinci El,,44 lt,Belirtilmemiş,,Sahibinden,,1.370.000 TL
24967446,29 Mart 2024,Kia,Stonic,1.25 MPI Cool,2020,66.000 km,Düz,Benzin,Crossover,Mavi,1197 cc,84 hp,Önden Çekiş,İkinci El,"5,4 lt",45 lt,Belirtilmemiş,,Sahibinden,,805.000 TL
23779758,29 Mart 2024,Nissan,Navara,2.3 dCi 4x4,2020,64.000 km,Otomatik,Dizel,Hard top,Beyaz,2298 cc,190 hp,4WD (Sürekli),,,80 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.260.000 TL
24960175,28 Mart 2024,Land Rover,Defender,110 2.0 SD4,2020,65.000 km,Otomatik,Dizel,Crossover,Siyah,1999 cc,240 hp,4WD (Sürekli),İkinci El,,85 lt,Belirtilmemiş,,Sahibinden,,5.095.000 TL
24951221,28 Mart 2024,Nissan,Qashqai,1.3 DIG-T Sky Pack,2020,61.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1332 cc,160 hp,Önden Çekiş,İkinci El,"5,4 lt",55 lt,Belirtilmemiş,,Sahibinden,,1.350.000 TL
24369223,28 Mart 2024,Dacia,Duster,1.3 Tce Prestige,2020,43.000 km,Düz,Benzin,Crossover,Bordo,1333 cc,150 hp,4WD (Sürekli),,,50 lt,1 boyalı,,Sahibinden,,1.080.000 TL
24956485,28 Mart 2024,Skoda,Karoq,1.6 TDI Premium,2020,48.800 km,Yarı Otomatik,Dizel,Crossover,Gri (titanyum),1598 cc,115 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,-,Sahibinden,,1.499.000 TL
24253473,28 Mart 2024,Land Rover,Range Rover Sport,2.0 HSE,2020,62.100 km,Otomatik,Benzin,Crossover,Siyah,1997 cc,300 hp,4WD (Sürekli),,"9,6 lt",105 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,60000,6.350.000 TL
24248780,28 Mart 2024,BMW,X1,16d sDrive X Line,2020,44.000 km,Otomatik,Dizel,SUV,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,,Tamamı orjinal,Takasa Uygun,Galeriden,,2.175.000 TL
24278648,28 Mart 2024,Kia,Sportage,1.6 CRDI GT Line,2020,51.500 km,Yarı Otomatik,Dizel,Crossover,Gri (titanyum),1598 cc,136 hp,4WD (Sürekli),İkinci El,,62 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.650.000 TL
24952989,27 Mart 2024,Hyundai,Tucson,1.6 T-GDi Power Edition,2020,22.500 km,Yarı Otomatik,Benzin,Crossover,Gri,1591 cc,177 hp,Önden Çekiş,İkinci El,,62 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.420.000 TL
24181347,27 Mart 2024,Kia,Stonic,1.25 MPI Cool,2020,36.000 km,Düz,Benzin,Crossover,Lacivert,1248 cc,84 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,,Sahibinden,,859.000 TL
23322103,27 Mart 2024,Peugeot,3008,1.6 PureTech Allure,2020,86.600 km,Otomatik,Benzin,Crossover,Beyaz,1598 cc,182 hp,Önden Çekiş,,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.399.000 TL
24931362,26 Mart 2024,Hyundai,Kona,1.6 CRDI Smart,2020,37.000 km,Otomatik,Dizel,SUV,Beyaz,,,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,27000,1.050.000 TL
22801510,26 Mart 2024,Seat,Ateca,1.6 TDI Ecomotive,2020,55.000 km,Yarı Otomatik,Dizel,Crossover,Mavi (metalik),1598 cc,115 hp,Önden Çekiş,,"5,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.465.000 TL
24933837,26 Mart 2024,Hyundai,Tucson,1.6 CRDi Smart,2020,155.000 km,Yarı Otomatik,Dizel,Crossover,Kırmızı,1598 cc,136 hp,Önden Çekiş,İkinci El,,62 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,1.325.000 TL
24934755,26 Mart 2024,Peugeot,2008,1.2 PureTech Active,2020,51.000 km,Düz,Benzin,Crossover,Mavi,1199 cc,132 hp,Önden Çekiş,İkinci El,,44 lt,Belirtilmemiş,,Sahibinden,,1.100.000 TL
24932487,26 Mart 2024,Renault,Captur,1.3 TCe Touch,2020,38.000 km,Yarı Otomatik,Benzin,Crossover,Kırmızı,1333 cc,140 hp,Önden Çekiş,İkinci El,"5,4 lt",48 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,3338,1.100.000 TL
23744082,26 Mart 2024,Dacia,Duster,1.6 Sce Prestige,2020,76.506 km,Düz,LPG & Benzin,Crossover,Mavi,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,950.000 TL
23743447,26 Mart 2024,Seat,Arona,1.6 TDI Xcellence,2020,110.090 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,95 hp,Önden Çekiş,,"4,1 lt",40 lt,3 boyalı,Takasa Uygun,Yetkili Bayiden,7156,979.000 TL
23307636,26 Mart 2024,Dacia,Duster,1.0 Tce Comfort,2020,69.075 km,Düz,Benzin,SUV,Turuncu,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,,749.000 TL
24930142,25 Mart 2024,Volkswagen,Tiguan,1.5 TSI Life,2020,25.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,,58 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,1.650.000 TL
24920949,25 Mart 2024,Peugeot,2008,1.2 PureTech Active Dynamic,2020,33.750 km,Düz,Benzin,Crossover,Bej,1199 cc,102 hp,Önden Çekiş,İkinci El,"4,6 lt",44 lt,Tamamı orjinal,,Sahibinden,,1.044.000 TL
24926142,25 Mart 2024,Dacia,Duster,1.6 Sce Comfort,2020,94.000 km,Düz,LPG & Benzin,Crossover,Mavi (metalik),1598 cc,115 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,3000,755.000 TL
24911605,25 Mart 2024,Peugeot,2008,1.5 BlueHDI Allure,2020,135.987 km,Otomatik,Dizel,Crossover,Füme,1499 cc,122 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 2 boyalı",,Sahibinden,72000,1.350.000 TL
24902906,25 Mart 2024,Volkswagen,T-Roc,1.5 TSI Highline,2020,31.000 km,Yarı Otomatik,Benzin,Crossover,Turuncu,1498 cc,150 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,1.800.000 TL
24918390,25 Mart 2024,Peugeot,3008,1.5 BlueHDI Active Life Prime Edition,2020,22.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,132 hp,Önden Çekiş,İkinci El,"4,1 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,12000,1.450.000 TL
24341750,25 Mart 2024,Peugeot,5008,1.5 BlueHDI GT Line,2020,18.000 km,Otomatik,Dizel,Crossover,Mavi (metalik),1499 cc,132 hp,Önden Çekiş,,,56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.850.000 TL
24349666,25 Mart 2024,Nissan,Qashqai,1.5 dCi Sky Pack,2020,20.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1461 cc,115 hp,Önden Çekiş,,,55 lt,Belirtilmemiş,,Sahibinden,,1.570.000 TL
24923896,25 Mart 2024,Nissan,Qashqai,1.3 DIG-T Sky Pack,2020,70.000 km,Yarı Otomatik,Benzin,Crossover,Mavi,1332 cc,160 hp,Önden Çekiş,İkinci El,"5,4 lt",55 lt,"4 değişen, 2 boyalı",,Sahibinden,,1.118.500 TL
24212683,25 Mart 2024,Volkswagen,Tiguan All Space,1.5 TSI Highline,2020,23.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,,"6,1 lt",58 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.120.000 TL
24066814,25 Mart 2024,Mercedes - Benz,GLC,300 D AMG,2020,71.500 km,Otomatik,Dizel,Crossover,Lacivert,1950 cc,245 hp,4WD (Sürekli),İkinci El,"5,7 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,70000,3.275.000 TL
24917104,24 Mart 2024,Hyundai,Tucson,1.6 CRDi Elite,2020,102.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,136 hp,4WD (Sürekli),İkinci El,,62 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.525.000 TL
24891284,24 Mart 2024,Hyundai,Kona,1.6 CRDI Elite Smart,2020,37.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.200.000 TL
20629709,24 Mart 2024,Citroen,C3 Aircross,1.2 PureTech Shine,2020,28.000 km,Otomatik,Benzin,Crossover,Bej,1199 cc,130 hp,Önden Çekiş,İkinci El,5 lt,47 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.018.000 TL
24901303,24 Mart 2024,Jeep,Renegade,1.6 MultiJet Longitude,2020,110.000 km,Yarı Otomatik,Dizel,Crossover,Yeşil (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,5 lt,55 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.099.999 TL
24914617,24 Mart 2024,Kia,Sportage,1.6 CRDI Cool,2020,41.500 km,Yarı Otomatik,Dizel,Crossover,Kırmızı,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,7 lt",62 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.280.000 TL
23000916,24 Mart 2024,Jeep,Renegade,1.6 MultiJet Longitude,2020,38.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,,Tamamı orjinal,Takasa Uygun,Galeriden,,1.260.000 TL
24898804,23 Mart 2024,Hyundai,Kona,1.0 T-GDI Style,2020,33.000 km,Yarı Otomatik,Benzin,Crossover,Bordo,998 cc,120 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,Tamamı orjinal,,Sahibinden,,1.050.000 TL
24332655,23 Mart 2024,Kia,Sportage,1.6 CRDI Prestige,2020,80.500 km,Yarı Otomatik,Dizel,Crossover,Gri (titanyum),1598 cc,136 hp,Önden Çekiş,,,62 lt,Belirtilmemiş,,Sahibinden,,1.380.000 TL
22510701,23 Mart 2024,Peugeot,3008,1.5 BlueHDI Active Life Prime Edition,2020,38.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,132 hp,Önden Çekiş,İkinci El,"4,1 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.575.000 TL
22179235,23 Mart 2024,Land Rover,Defender,110 2.0 SE,2020,34.218 km,Otomatik,Dizel,Crossover,Yeşil,1997 cc,300 hp,4WD (Sürekli),İkinci El,"9,9 lt",90 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,5.675.000 TL
23963006,23 Mart 2024,Opel,Crossland X,1.5 CDTI Excellence,2020,47.000 km,Otomatik,Dizel,Crossover,Kırmızı,1499 cc,120 hp,Önden Çekiş,İkinci El,,45 lt,Belirtilmemiş,,Sahibinden,28000,1.035.000 TL
24266983,22 Mart 2024,Ford,Kuga,1.5 EcoBlue Style,2020,31.000 km,Otomatik,Dizel,Crossover,Kahverengi,1498 cc,120 hp,Önden Çekiş,İkinci El,"4,2 lt",54 lt,Belirtilmemiş,,Sahibinden,,1.350.000 TL
24894730,22 Mart 2024,Mitsubishi,L 200,4x2 Tornado,2020,77.000 km,Otomatik,Dizel,Hard top,Beyaz,2442 cc,154 hp,Arkadan İtiş,İkinci El,"7,3 lt",75 lt,Tamamı orjinal,,Sahibinden,,1.045.000 TL
24889827,22 Mart 2024,Nissan,Qashqai,1.5 dCi Midnight Edition,2020,62.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1461 cc,115 hp,Önden Çekiş,İkinci El,,55 lt,Belirtilmemiş,,Sahibinden,,1.450.000 TL
24892461,22 Mart 2024,Peugeot,2008,1.2 PureTech Active Dynamic,2020,61.000 km,Düz,Benzin,Crossover,Gri (metalik),1199 cc,102 hp,Önden Çekiş,İkinci El,,44 lt,Belirtilmemiş,,Sahibinden,,975.000 TL
24887426,22 Mart 2024,Peugeot,3008,1.6 PureTech GT Selection,2020,85.000 km,Otomatik,Benzin,Crossover,Kahverengi,1598 cc,182 hp,Önden Çekiş,İkinci El,,53 lt,Belirtilmemiş,,Sahibinden,,1.455.000 TL
24889265,21 Mart 2024,Peugeot,2008,1.2 PureTech Active Dynamic,2020,33.000 km,Düz,Benzin,Crossover,Turuncu,1199 cc,102 hp,Önden Çekiş,İkinci El,,44 lt,Belirtilmemiş,-,Sahibinden,,1.000.000 TL
24888075,21 Mart 2024,Toyota,RAV 4,2.5 Hybrid,2020,60.000 km,Otomatik,Hibrit,Crossover,Lacivert,2487 cc,178 hp,4WD (Sürekli),İkinci El,"4,5 lt",55 lt,1 değişen,Takasa Uygun Değil,Sahibinden,10000,1.965.000 TL
24880163,21 Mart 2024,Citroen,C5 Aircross,1.5 BlueHDI Shine,2020,86.000 km,Otomatik,Dizel,Crossover,Füme,1499 cc,130 hp,Önden Çekiş,İkinci El,4 lt,53 lt,Tamamı orjinal,,Sahibinden,,1.400.000 TL
24882373,21 Mart 2024,Nissan,X-Trail,1.3 DIG-T Platinium,2020,16.000 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1332 cc,160 hp,Önden Çekiş,İkinci El,,60 lt,Belirtilmemiş,-,Sahibinden,,1.750.000 TL
24879656,21 Mart 2024,Peugeot,3008,1.5 BlueHDI Active Dynamic,2020,59.000 km,Otomatik,Dizel,Crossover,Beyaz,1499 cc,132 hp,Önden Çekiş,İkinci El,,53 lt,Belirtilmemiş,,Sahibinden,,1.450.000 TL
24880305,21 Mart 2024,Peugeot,2008,1.2 PureTech Active,2020,32.500 km,Otomatik,Benzin,Crossover,Beyaz,1199 cc,132 hp,Önden Çekiş,İkinci El,,44 lt,1 değişen,Takasa Uygun,Sahibinden,87000,1.150.000 TL
24880557,21 Mart 2024,Volvo,XC90,2.0 B5 Inscription,2020,90.000 km,Otomatik,Hibrit,Crossover,Siyah,1969 cc,235 hp,4WD (Sürekli),İkinci El,,71 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,4.060.000 TL
24873862,21 Mart 2024,Kia,Sportage,1.6 CRDI Elegance Plus,2020,150.500 km,Yarı Otomatik,Dizel,Crossover,Füme,1598 cc,136 hp,Önden Çekiş,İkinci El,,62 lt,Belirtilmemiş,,Sahibinden,,1.160.000 TL
24871901,21 Mart 2024,Peugeot,2008,1.2 PureTech Active Dynamic,2020,47.400 km,Düz,Benzin,Crossover,Mavi (metalik),1199 cc,102 hp,Önden Çekiş,İkinci El,,44 lt,Belirtilmemiş,,Sahibinden,,1.065.000 TL
24874327,21 Mart 2024,Dacia,Duster,1.6 Sce Comfort,2020,62.000 km,Düz,LPG & Benzin,Crossover,Kırmızı,1598 cc,115 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,12555,850.000 TL
24873482,21 Mart 2024,Peugeot,2008,1.5 BlueHDI Active,2020,75.000 km,Düz,Dizel,Crossover,Gri,1499 cc,110 hp,Önden Çekiş,İkinci El,"3,6 lt",41 lt,Belirtilmemiş,,Sahibinden,,1.175.000 TL
24873433,21 Mart 2024,BMW,X1,16d sDrive X Line,2020,39.000 km,Otomatik,Dizel,Crossover,Beyaz,1496 cc,116 hp,Önden Çekiş,İkinci El,,51 lt,Belirtilmemiş,,Sahibinden,,2.100.000 TL
24688171,20 Mart 2024,Ford,Ranger,2.0 EcoBlue 4x2 XLT,2020,76.000 km,Otomatik,Dizel,Hard top,Mavi (metalik),1996 cc,170 hp,Arkadan İtiş,İkinci El,"7,2 lt",80 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.358.000 TL
24856842,20 Mart 2024,Volvo,XC40,1.5 T3 Momentum,2020,53.000 km,Otomatik,Benzin,Crossover,Siyah,1477 cc,163 hp,Önden Çekiş,İkinci El,"6,6 lt",54 lt,Tamamı orjinal,,Sahibinden,,2.180.000 TL
24859988,20 Mart 2024,Peugeot,2008,1.5 BlueHDI Allure,2020,81.000 km,Otomatik,Dizel,Crossover,Gri,1499 cc,132 hp,Önden Çekiş,İkinci El,"3,8 lt",41 lt,Tamamı orjinal,,Sahibinden,,1.320.000 TL
24177414,20 Mart 2024,Citroen,C5 Aircross,1.5 BlueHDI Shine,2020,48.000 km,Otomatik,Dizel,Crossover,Siyah,1499 cc,130 hp,Önden Çekiş,İkinci El,,53 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.400.000 TL
22779660,20 Mart 2024,Mitsubishi,L 200,4x4 Blizzard,2020,55.000 km,Otomatik,Dizel,Hard top,Bej,2268 cc,150 hp,4WD (Sürekli),,"7,8 lt",75 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,1.350.000 TL
23384989,20 Mart 2024,Dacia,Duster,1.5 BlueDCI Comfort,2020,85.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,115 hp,4WD (Sürekli),,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,945.000 TL
24161441,20 Mart 2024,Peugeot,2008,1.2 PureTech Allure Dynamic,2020,120.000 km,Otomatik,Benzin,Crossover,Turuncu,1199 cc,132 hp,Önden Çekiş,İkinci El,"4,8 lt",44 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.295.000 TL
24850072,20 Mart 2024,Citroen,C5 Aircross,1.5 BlueHDI Selection,2020,55.000 km,Otomatik,Dizel,Crossover,Gri (metalik),1499 cc,130 hp,Önden Çekiş,İkinci El,,53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,1.350.000 TL
24832475,19 Mart 2024,Skoda,Karoq,1.5 TSI Premium,2020,40.000 km,Yarı Otomatik,Benzin,Crossover,Lacivert,1498 cc,150 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,1.200.000 TL
24844439,19 Mart 2024,Renault,Captur,1.3 TCe Touch,2020,21.000 km,Yarı Otomatik,Benzin,Crossover,Turuncu,1333 cc,130 hp,Önden Çekiş,İkinci El,"5,6 lt",48 lt,Tamamı orjinal,,Sahibinden,,1.050.000 TL
24835630,19 Mart 2024,Renault,Captur,1.3 TCe Touch,2020,37.750 km,Yarı Otomatik,Benzin,Crossover,Kahverengi,1333 cc,140 hp,Önden Çekiş,İkinci El,,48 lt,Belirtilmemiş,,Sahibinden,,1.170.000 TL
24835807,19 Mart 2024,Ford,EcoSport,1.0 EcoBoost Style,2020,29.000 km,Otomatik,Benzin,Crossover,Gri (titanyum),998 cc,125 hp,Önden Çekiş,İkinci El,,52 lt,Belirtilmemiş,,Sahibinden,,942.000 TL
24842334,19 Mart 2024,Skoda,Kodiaq,1.5 TSI GreenTec Premium,2020,42.500 km,Yarı Otomatik,Benzin,Crossover,Lacivert,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,8 lt",58 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,1.725.000 TL
24841498,19 Mart 2024,Hyundai,Kona,1.6 CRDI Style,2020,93.500 km,Yarı Otomatik,Dizel,Crossover,Kırmızı,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,1.125.000 TL
24834265,19 Mart 2024,Mitsubishi,L 200,4x4 Blizzard,2020,210.000 km,Otomatik,Dizel,Hard top,Gri,2442 cc,181 hp,4WD (Sürekli),İkinci El,,75 lt,Belirtilmemiş,,Sahibinden,,1.158.000 TL
22731555,19 Mart 2024,Peugeot,2008,1.2 PureTech Active Dynamic,2020,97.000 km,Düz,Benzin,Crossover,Turuncu,1199 cc,102 hp,Önden Çekiş,,"4,6 lt",44 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.060.000 TL
24137514,19 Mart 2024,Land Rover,Defender,110 2.0 SD4,2020,77.000 km,Otomatik,Dizel,Crossover,Kahverengi,1999 cc,240 hp,4WD (Sürekli),,,85 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,5.135.000 TL
23708958,19 Mart 2024,Land Rover,Range Rover,3.0 SDV6 Autobiography,2020,55.000 km,Otomatik,Dizel,Crossover,Siyah,2993 cc,300 hp,4WD (Sürekli),,9 lt,86 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,8.975.000 TL
22710765,18 Mart 2024,Hyundai,Kona,1.0 T-GDI Style,2020,37.500 km,Düz,Benzin,Crossover,Beyaz,998 cc,120 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,910.000 TL
24826491,18 Mart 2024,Peugeot,2008,1.2 PureTech Active Dynamic,2020,33.000 km,Düz,Benzin,Crossover,Gri (Gümüş),1199 cc,102 hp,Önden Çekiş,İkinci El,"4,6 lt",44 lt,Belirtilmemiş,,Sahibinden,,1.080.000 TL
24821218,18 Mart 2024,Volvo,XC40,1.5 T3 Momentum,2020,33.000 km,Otomatik,Benzin,Crossover,Beyaz,1477 cc,163 hp,Önden Çekiş,İkinci El,,54 lt,Belirtilmemiş,,Sahibinden,,2.333.000 TL
24820032,18 Mart 2024,Citroen,C5 Aircross,1.5 BlueHDI Feel Adventure,2020,42.000 km,Otomatik,Dizel,Crossover,Mavi,1499 cc,130 hp,Önden Çekiş,İkinci El,,53 lt,Belirtilmemiş,,Sahibinden,,1.290.000 TL
24816328,18 Mart 2024,Suzuki,Vitara,1.4 Boosterjet GLX,2020,57.000 km,Otomatik,Benzin,Crossover,Gri,1373 cc,142 hp,4WD (Sürekli),İkinci El,,47 lt,Belirtilmemiş,,Sahibinden,6000,1.200.000 TL
24803813,18 Mart 2024,Peugeot,3008,1.2 PureTech Active,2020,69.000 km,Otomatik,Benzin,Crossover,Siyah,1199 cc,132 hp,Önden Çekiş,İkinci El,"5,2 lt",53 lt,Tamamı orjinal,,Sahibinden,,1.365.000 TL
23468326,17 Mart 2024,Hyundai,Tucson,1.6 CRDi Elite,2020,77.800 km,Yarı Otomatik,Dizel,Crossover,Gri (metalik),1598 cc,136 hp,4WD (Sürekli),İkinci El,"5,1 lt",62 lt,Tamamı orjinal,,Sahibinden,,1.420.000 TL
24799681,17 Mart 2024,Dacia,Duster,1.6 Sce Prestige,2020,59.500 km,Düz,LPG & Benzin,Crossover,Bej,1598 cc,115 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,920.000 TL
24790794,17 Mart 2024,Peugeot,2008,1.2 PureTech Active,2020,96.000 km,Otomatik,Benzin,Crossover,Gri (Gümüş),1199 cc,132 hp,Önden Çekiş,İkinci El,,44 lt,Belirtilmemiş,,Sahibinden,,1.190.000 TL
24791649,16 Mart 2024,Peugeot,3008,1.6 PureTech Allure Selection,2020,57.000 km,Otomatik,Benzin,Crossover,Beyaz,1598 cc,182 hp,Önden Çekiş,İkinci El,,53 lt,Belirtilmemiş,-,Sahibinden,,1.500.000 TL
24788570,16 Mart 2024,Volkswagen,Tiguan,1.5 TSI R-Line,2020,67.500 km,Yarı Otomatik,Benzin,Crossover,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,,58 lt,Belirtilmemiş,,Sahibinden,,1.790.000 TL
24784798,16 Mart 2024,Dacia,Duster,1.6 Sce Prestige,2020,51.000 km,Düz,LPG & Benzin,Crossover,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,Tamamı orjinal,,Sahibinden,,915.000 TL
24784617,16 Mart 2024,Toyota,C-HR,1.8 Hybrid Passion,2020,33.000 km,Otomatik,Hibrit,Crossover,Beyaz,1798 cc,98 hp,Önden Çekiş,İkinci El,,43 lt,Belirtilmemiş,-,Sahibinden,,1.250.000 TL
